name,product_type,availability,price,original_price,discount_amount,discount_percentage,black_friday_discount,image,reviews_count,rating
"SAMSUNG Galaxy Tab S9 FE Gris 8GB RAM 256GB, Spen, Smart Book Cover, Nacional con Garantía",tablet,Available,"$8,299.00","$8,999.00",$700.00,7.78%,No,https://m.media-amazon.com/images/I/416-omnWfEL._AC_UL320_.jpg,"1,008",4.7 de 5 estrellas
Samsung Galaxy Tab A9 4GB_64GB Color Plata,tablet,Available,"$2,589.00","$2,589.00",$700.00,7.78%,No,https://m.media-amazon.com/images/I/51mpj160tuL._AC_UL320_.jpg,654,4.6 de 5 estrellas
"SAMSUNG Galaxy Tab A9+, 8GB RAM, 128GB, Color Gris Grafito",tablet,Available,"$4,499.00","$4,499.00",$700.00,7.78%,No,https://m.media-amazon.com/images/I/5128CkYTp5L._AC_UL320_.jpg,507,4.6 de 5 estrellas
"SAMSUNG Galaxy Tab A9+ Plata 8GB RAM 128GB, Nacional con Garantía",tablet,Available,"$4,499.00","$4,499.00",$700.00,7.78%,No,https://m.media-amazon.com/images/I/51hk7s97ZNL._AC_UL320_.jpg,238,4.6 de 5 estrellas
Samsung Galaxy Tab S6 Lite 2024 Color Rosa RAM 4GB 128GB,tablet,Out of Stock,N/A,0,$700.00,7.78%,No,https://m.media-amazon.com/images/I/31zTjUDn2oL._AC_UL320_.jpg,363,4.5 de 5 estrellas
"SAMSUNG Tablet Galaxy Tab A9 8.7"" 8GB 128GB Octa Core MEDIATEK Helio G99 Android 13 Gris SM-X110NZAEL06 Garantia con Fabricante",tablet,Available,"$3,489.00","$3,489.00",$700.00,7.78%,No,https://m.media-amazon.com/images/I/41FPVH0pbUL._AC_UL320_.jpg,16,4.9 de 5 estrellas
"Samsung Galaxy Tab S10 Ultra Plata 12GB RAM 256GB, AI, Spen, 1 año con Garantía",tablet,Available,"$15,999.00","$26,999.00","$11,000.00",40.74%,No,https://m.media-amazon.com/images/I/412CRMhkvVL._AC_UL320_.jpg,Precio de lista:,No Rating
"SAMSUNG Tablet Galaxy Tab A9+ 11"" 4GB 64GB Octa Core Android 13 Plata SM-X210NZSAMXO Garantia con Fabricante",tablet,Available,"$3,099.00","$3,099.00","$11,000.00",40.74%,No,https://m.media-amazon.com/images/I/31-L9Nu8vjL._AC_UL320_.jpg,1,5.0 de 5 estrellas
"SAMSUNG Galaxy Tab A9+ (SM-X210), 64GB 4GB RAM, solo WiFi, visualización de 11 pulgadas, versión internacional - (grafito)",tablet,Available,"$3,099.00","$3,099.00","$11,000.00",40.74%,No,https://m.media-amazon.com/images/I/51RPJ0gPSXL._AC_UL320_.jpg,18,3.6 de 5 estrellas
"Samsung Galaxy Tab S9 Beige 12GB RAM 256GB, AI, Spen, Nacional con Garantía",tablet,Available,"$10,399.00","$12,999.00","$2,600.00",20.00%,No,https://m.media-amazon.com/images/I/510bCXNfAZL._AC_UL320_.jpg,637,4.8 de 5 estrellas
"Samsung Galaxy Tab S6 Lite (2024) 10.4' 128GB WiFi Android Tablet, S Pen incluido, listo para juegos, batería de larga duración, diseño de metal delgado, almacenamiento expandible, versión de EE. UU.,",tablet,Available,"$6,298.57","$6,298.57","$2,600.00",20.00%,No,https://m.media-amazon.com/images/I/71-hJGtkLWL._AC_UL320_.jpg,"1,029",4.5 de 5 estrellas
"Samsung Galaxy Tab A9+ Tablet Android de 11 pulgadas de 64 GB, visualización grande, altavoces cuádruple, chipset mejorado, visualización multiventana, delgado, ligero, diseño duradero, versión de EE.",tablet,Available,"$3,754.09","$3,999.00",$244.91,6.12%,No,https://m.media-amazon.com/images/I/61d46oYQgdL._AC_UL320_.jpg,"7,174",4.5 de 5 estrellas
"OFGPPB Tablet Android 13 de 10pulgadas, con Teclado/ratón，Almacenamiento de 8 + 256 GB, 1920 * 1200HD IPS, cámara de 16 MP + 32 MP, CPU Snapdragon 888, 8000 mAh, WiFi/Bluetooth/GPS (Gris)",tablet,Available,"$1,999.99","$1,999.99",$244.91,6.12%,No,https://m.media-amazon.com/images/I/71A2AO6rrlL._AC_UL320_.jpg,6,5.0 de 5 estrellas
Tableta Galaxy-Tab-A9 8.7 INC 8GB 128 GB Silver WiFi Samsung,tablet,Available,"$3,399.00","$3,399.00",$244.91,6.12%,No,https://m.media-amazon.com/images/I/51MTx42E4GL._AC_UL320_.jpg,24,4.1 de 5 estrellas
"Lenovo Tab M11 | 11"" WUXGA MediaTek Helio G88 8GB RAM 128GB | 4 Speakers Dolby Atmos, Cámara 8.0MP Frontal 8.0MP | Android 13, Incluye Folio Case Tab Pen Plus",tablet,Available,"$4,027.24","$4,699.00",$671.76,14.30%,No,https://m.media-amazon.com/images/I/71ezLwZc4gL._AC_UL320_.jpg,95,4.5 de 5 estrellas
"Lenovo Tab M10 | 10.1"" WUXGA Unisoc T610 4GB RAM 64GB | Dual Speaker Dolby Atmos, Cámara 8.0MP Frontal 5.0MP | Android 11",tablet,Available,"$3,498.89","$3,899.00",$400.11,10.26%,No,https://m.media-amazon.com/images/I/61lnNweFKVL._AC_UL320_.jpg,57,4.2 de 5 estrellas
"SAMSUNG Galaxy Tab S6 Lite - 10.4"", 64 GB, tableta Android con batería de larga duración, S Pen incluida, diseño metálico delgado, doble bocina AKG, gris Oxford (Reacondicionada)",tablet,Available,"$4,369.31","$4,369.31",$400.11,10.26%,No,https://m.media-amazon.com/images/I/718B6zl+b6L._AC_UL320_.jpg,438,4.4 de 5 estrellas
"Lenovo Tab P12 | 12.7"" 3K | 8GB + 256GB MediaTek Dimensity 7050 | Cámara 13 MP Altavoces JBL | Android 13",tablet,Out of Stock,N/A,0,$400.11,10.26%,No,https://m.media-amazon.com/images/I/51SF34dhsZL._AC_UL320_.jpg,94,4.8 de 5 estrellas
"SAMSUNG- Galaxy Tab S6 Lite (2024) - Gris 10.4” 128GB WiFi Android Tablet W/s Pen, Altavoces Duales, 8MP+5MP",tablet,Available,"$5,694.09","$5,694.09",$400.11,10.26%,No,https://m.media-amazon.com/images/I/61vsK7h3zVL._AC_UL320_.jpg,34,4.2 de 5 estrellas
