name,product_type,availability,price,original_price,discount_amount,discount_percentage,black_friday_discount,image,reviews_count,rating
"Samsung Celular Galaxy M15 5G Azul Claro 4GB RAM 128GB, Nacional con Garantía",smartphone,Available,"$2,475.23","$3,999.00","$1,523.77",38.10%,No,https://m.media-amazon.com/images/I/61dqezq8ZVL._AC_UL320_.jpg,316,4.6 de 5 estrellas
SAMSUNG Smartphone A05 4+128GB LTE Negro Dual SIM,smartphone,Available,"$1,969.00","$2,999.00","$1,030.00",34.34%,No,https://m.media-amazon.com/images/I/61UjBLFlH2L._AC_UL320_.jpg,159,4.3 de 5 estrellas
"SAMSUNG Galaxy A06 Negro 4GB RAM 64GB, Nacional con Garantía",smartphone,Available,"$1,829.00","$2,599.00",$770.00,29.63%,No,https://m.media-amazon.com/images/I/61Kpp0oa8kL._AC_UL320_.jpg,3,4.2 de 5 estrellas
"Samsung Celular Galaxy M55 5G Verde 8GB RAM 128GB, Nacional con Garantía",smartphone,Available,"$4,997.07","$7,999.00","$3,001.93",37.53%,No,https://m.media-amazon.com/images/I/61NGj+turzL._AC_UL320_.jpg,77,4.4 de 5 estrellas
"SAMSUNG Celular Galaxy M35 5G Azul Claro 6GB RAM 128GB, Nacional con Garantía",smartphone,Available,"$4,199.00","$5,499.00","$1,300.00",23.64%,No,https://m.media-amazon.com/images/I/61n3Td68iIL._AC_UL320_.jpg,73,4.7 de 5 estrellas
"Samsung Celular Galaxy A35 5G Violeta 6GB RAM 128GB, Nacional con Garantía",smartphone,Available,"$4,799.00","$6,299.00","$1,500.00",23.81%,No,https://m.media-amazon.com/images/I/61YAjWqc0DL._AC_UL320_.jpg,70,4.6 de 5 estrellas
"SAMSUNG Celular Galaxy A25 5G 8GB 256GB 6.5"" FHD+ 120 Hz 50 MP Blue Black",smartphone,Available,"$4,199.00","$4,199.00","$1,500.00",23.81%,No,https://m.media-amazon.com/images/I/61RVVxjv26L._AC_UL320_.jpg,56,4.4 de 5 estrellas
"Samsung Celular Galaxy A55 5G Azul Claro 8GB RAM 256GB, Nacional con Garantía",smartphone,Available,"$7,499.00","$8,999.00","$1,500.00",16.67%,No,https://m.media-amazon.com/images/I/61IW8xm4wXL._AC_UL320_.jpg,117,4.4 de 5 estrellas
"SAMSUNG Galaxy S24 FE 5G Grafito 8GB RAM 256GB, AI, Nacional con Garantía",smartphone,Available,"$11,829.09","$15,499.00","$3,669.91",23.68%,No,https://m.media-amazon.com/images/I/51+38FqDMGL._AC_UL320_.jpg,7,5.0 de 5 estrellas
SAMSUNG Galaxy A35 8GB 256GB 5G Negro,smartphone,Available,"$5,407.00","$5,407.00","$3,669.91",23.68%,No,https://m.media-amazon.com/images/I/61ljRHkT8DL._AC_UL320_.jpg,26,4.2 de 5 estrellas
"SAMSUNG Audifonos inalámbricos Galaxy Buds3 Blanco, AI, Nacional con Garantía",another,Available,"$1,799.00","$2,499.00",$700.00,28.01%,No,https://m.media-amazon.com/images/I/51wYLUl3sbL._AC_UL320_.jpg,58,4.6 de 5 estrellas
Samsung Galaxy A05S 4GB 128GB Violeta,smartphone,Available,"$2,999.00","$2,999.00",$700.00,28.01%,No,https://m.media-amazon.com/images/I/61+CTd3mcvL._AC_UL320_.jpg,12,4.1 de 5 estrellas
"SAMSUNG Galaxy S24 Ultra, Violeta, 12GB_256GB",smartphone,Available,"$20,699.00","$30,999.00","$10,300.00",33.23%,No,https://m.media-amazon.com/images/I/41R6PyAOtDL._AC_UL320_.jpg,142,4.6 de 5 estrellas
Samsung Galaxy Tab A9 4GB_64GB Color Gris,tablet,Available,"$2,499.00","$2,699.00",$200.00,7.41%,No,https://m.media-amazon.com/images/I/5169txVgFWL._AC_UL320_.jpg,657,4.6 de 5 estrellas
"Samsung Smart TV 50"" 4K Crystal UHD (UN50DU8000FXZX)",tv,Available,"$7,895.00","$14,284.00","$6,389.00",44.73%,No,https://m.media-amazon.com/images/I/61QkKCod-DL._AC_UL320_.jpg,16,5.0 de 5 estrellas
Samsung Galaxy A55 5G Color Violeta Claro RAM 8GB_128GB l Internacional,smartphone,Available,"$6,837.75","$6,837.75","$6,389.00",44.73%,No,https://m.media-amazon.com/images/I/51i4ME0cxeL._AC_UL320_.jpg,43,4.1 de 5 estrellas
SAMSUNG Celular Galaxy S23 128GB Rosa Claro,smartphone,Available,"$10,999.00","$15,999.00","$5,000.00",31.25%,No,https://m.media-amazon.com/images/I/61gpxn8wtoL._AC_UL320_.jpg,86,4.7 de 5 estrellas
Samsung Galaxy A15 (A155) Dual LTE 128GB 6GB RAM Negro,smartphone,Available,"$3,399.00","$3,399.00","$5,000.00",31.25%,No,https://m.media-amazon.com/images/I/41AmmeD4ypL._AC_UL320_.jpg,20,4.5 de 5 estrellas
Samsung Smartphone Galaxy A15 4G 6GB 128GB Negro Desbloqueado,smartphone,Available,"$3,799.00","$3,799.00","$5,000.00",31.25%,No,https://m.media-amazon.com/images/I/51jYEf9XY2L._AC_UL320_.jpg,x 12 meses sin intereses,No Rating
"SAMSUNG - Galaxy S21 Ultra G998U 5G, smartphone Android totalmente desbloqueado, versión de EE.UU., cámara de grado profesional, video 8K, 108 MP, 128 GB - Negro fantasma (reacondicionado)",smartphone,Available,"$6,947.84","$6,947.84","$5,000.00",31.25%,No,https://m.media-amazon.com/images/I/61dlAm9BpqL._AC_UL320_.jpg,"2,493",3.9 de 5 estrellas
QEXWSZS MLT-K706S Cartucho de Tóner Compatible para Samsung Reemplazos MLT-K706S Compatible para Samsung K7400LX K7500LX K7600LX,another,Available,"$2,901.00","$2,901.00","$5,000.00",31.25%,No,https://m.media-amazon.com/images/I/71FFCl0ncSL._AC_UL320_.jpg,Hasta 12 meses de,No Rating
QEXWSZS MLT-D704S Cartucho de Tóner Compatible para Samsung Reemplazos MLT-D704S Compatible para Samsung K3250NR K3300NR,another,Available,"$1,681.00","$1,681.00","$5,000.00",31.25%,No,https://m.media-amazon.com/images/I/715wGgLWr3L._AC_UL320_.jpg,Hasta 12 meses de,No Rating
