name,product_type,availability,price,original_price,discount_amount,discount_percentage,black_friday_discount,image,reviews_count,rating
SAMSUNG Celular Galaxy S23 128GB Rosa Claro,smartphone,Available,"$10,999.00","$15,999.00","$5,000.00",31.25%,No,https://m.media-amazon.com/images/I/61gpxn8wtoL._AC_UL320_.jpg,83,4.7 de 5 estrellas
Samsung Galaxy S23 8GB_256GB Lavanda Desbloqueado (Reacondicionado),smartphone,Available,"$10,499.00","$10,499.00","$5,000.00",31.25%,No,https://m.media-amazon.com/images/I/619Zn+R0WbL._AC_UL320_.jpg,318,4.1 de 5 estrellas
"Samsung Galaxy S23 5G (128 GB, 8 GB) 6.1"" AMOLED 2X, cámara 50MP, Global Volte, desbloqueado para todas las compañías, Negro Phantom (Reacondicionado)",smartphone,Available,"$9,799.00","$9,799.00","$5,000.00",31.25%,No,https://m.media-amazon.com/images/I/51rn1JNGsvL._AC_UL320_.jpg,152,4.1 de 5 estrellas
"Samsung Galaxy S23 FE desbloqueado de fábrica 128 GB, menta (reacondicionado)",smartphone,Available,"$7,490.00","$7,490.00","$5,000.00",31.25%,No,https://m.media-amazon.com/images/I/61bU0BVICjL._AC_UL320_.jpg,20,4.0 de 5 estrellas
"Samsung Celular Galaxy S23 FE Menta 8GB RAM 256GB, AI, Internacional sin Garantia",smartphone,Out of Stock,N/A,0,"$5,000.00",31.25%,No,https://m.media-amazon.com/images/I/61ioq65ekyL._AC_UL320_.jpg,51,4.3 de 5 estrellas
SAMSUNG Galaxy S23 FE 128GB Grafito (Reacondicionado),smartphone,Available,"$9,002.92","$9,002.92","$5,000.00",31.25%,No,https://m.media-amazon.com/images/I/71iQPXoiWYL._AC_UL320_.jpg,124,4.3 de 5 estrellas
SAMSUNG Galaxy S23 Fe Dual 256 GB 8 Ram Graphite,smartphone,Available,"$9,949.00","$9,949.00","$5,000.00",31.25%,No,https://m.media-amazon.com/images/I/61Oe73AkimL._AC_UL320_.jpg,15,3.9 de 5 estrellas
SAMSUNG Galaxy S23 Plus 8gb RAM 256gb ROM Crema 5G | Desbloqueado | 6.6” AMOLED | Dual Sim Cámara Trasera 50 MP + 10 MP + 12 MP Cámara Frontal 12 MP (Reacondicionado),smartphone,Available,"$10,999.00","$11,999.00","$1,000.00",8.33%,No,https://m.media-amazon.com/images/I/61rFuAc4fkL._AC_UL320_.jpg,6,4.1 de 5 estrellas
"SAMSUNG Galaxy S23+ 5G S9160 Dual 256GB 8GB RAM, Cámara de 50 MP, Desbloqueado de fábrica - Verde (Reacondicionado)",smartphone,Available,"$11,490.00","$11,490.00","$1,000.00",8.33%,No,https://m.media-amazon.com/images/I/51xj0EFyXHL._AC_UL320_.jpg,1,4.0 de 5 estrellas
"Samsung Galaxy S23 5G S9110 Dual 128GB 8GB RAM, cámara de 50 MP, Color Crema, Desbloqueado de fábrica, versión Internacional",smartphone,Available,"$15,346.19","$15,346.19","$1,000.00",8.33%,No,https://m.media-amazon.com/images/I/51Pc+1ivsCL._AC_UL320_.jpg,78,4.7 de 5 estrellas
"JETech 5 en 1 Funda Mate para Samsung Galaxy S23 6.1 Pulgadas con 2 Protector Pantalla y 2 Protector Lente Cámara, Carcasa Trasera Protectora Translúcida, Mica Cristal Vidrio Templado (Lila)",case,Available,$309.00,$309.00,"$1,000.00",8.33%,No,https://m.media-amazon.com/images/I/61u0Mc+qTdL._AC_UL320_.jpg,"3,510",4.5 de 5 estrellas
"SAMSUNG Galaxy S23 8Gb Ram 128Gb ROM 5G Color Negro Desbloqueado de fábrica, versión internacional",smartphone,Out of Stock,N/A,0,"$1,000.00",8.33%,No,https://m.media-amazon.com/images/I/711UD7LyLPL._AC_UL320_.jpg,87,4.6 de 5 estrellas
"SAMSUNG Galaxy S23+ 5G S9160 Dual 256GB 8GB RAM, Cámara de 50 MP, Desbloqueado de fábrica - Crema (Reacondicionado)",smartphone,Available,"$11,490.00","$11,490.00","$1,000.00",8.33%,No,https://m.media-amazon.com/images/I/51Pc+1ivsCL._AC_UL320_.jpg,No Reviews,No Rating
"SAMSUNG Galaxy S23 5G SM-S911B/DS 128GB 8GB RAM, cámara de 50 MP, desbloqueado de fábrica - Phantom Black",smartphone,Available,"$11,800.00","$11,800.00","$1,000.00",8.33%,No,https://m.media-amazon.com/images/I/61yUiD1CVML._AC_UL320_.jpg,96,4.5 de 5 estrellas
"SAMSUNG Galaxy S22 Ultra 5G Desbloqueado, 128GB, Negro (Reacondicionado)",smartphone,Available,"$10,347.17","$10,347.17","$1,000.00",8.33%,No,https://m.media-amazon.com/images/I/613Fp7fknhL._AC_UL320_.jpg,"1,251",3.7 de 5 estrellas
SAMSUNG Galaxy S23 Plus 8gb RAM 256gb ROM Lavanda 5G | Desbloqueado | 6.6” AMOLED | Huella Digital | Dual Sim Cámara Trasera 50 MP + 10 MP + 12 MP Cámara Frontal 12 MP (Reacondicionado),smartphone,Available,"$12,499.00","$12,499.00","$1,000.00",8.33%,No,https://m.media-amazon.com/images/I/61BOF86+PRL._AC_UL320_.jpg,Más opciones de compra,No Rating
Samsung Galaxy S23 Ultra 8GB_256GB Negro Desbloqueado (Reacondicionado),smartphone,Available,"$15,999.00","$15,999.00","$1,000.00",8.33%,No,https://m.media-amazon.com/images/I/51665slxc8L._AC_UL320_.jpg,2,4.5 de 5 estrellas
"SAMSUNG Galaxy S24 +, Gris Marmol, 12GB_512GB",smartphone,Available,"$14,999.00","$23,999.00","$9,000.00",37.50%,No,https://m.media-amazon.com/images/I/31BH6QLbk9L._AC_UL320_.jpg,35,3.9 de 5 estrellas
"Cargador inalámbrico para Samsung, estación de Carga inalámbrica 3 en 1 para Samsung Galaxy S24 Ultra/S23/S22/Z Flip 6/Z Fold 6, Cargador para Samsung Galaxy Watch 5/4/3, Galaxy Buds 2/Pro/+",smartphone,Available,$759.99,$759.99,"$9,000.00",37.50%,No,https://m.media-amazon.com/images/I/61VSKA16Y9L._AC_UL320_.jpg,"5,579",4.4 de 5 estrellas
"RUBOQE Cargador para Samsung 45W Tipo C, Cargador Carga Rapida con 1M Cable, Cargador rápido USB C para Samsung Galaxy S23 Ultra/S23/S23+/S22/S22 Ultra/S22+/Note10/Note 20/S20/S21/S10",smartphone,Available,$299.00,$399.00,$100.00,25.06%,No,https://m.media-amazon.com/images/I/51DZ6gjE9IL._AC_UL320_.jpg,357,4.6 de 5 estrellas
"OtterBox Galaxy S23 (solamente) - Funda de la serie Defender - Velas y sol (azul/amarillo), resistente y duradero, con protección de puerto, solo funda, protección de defensa microbiana, no embalaje",case,Available,$737.05,$737.05,$100.00,25.06%,No,https://m.media-amazon.com/images/I/71uQgjGmThL._AC_UL320_.jpg,885,4.7 de 5 estrellas
"SAMSUNG Galaxy S23+ 5G S9160 Dual 256GB 8GB RAM, Cámara de 50 MP, Desbloqueado de fábrica - Verde (Reacondicionado)",smartphone,Available,"$11,490.00","$11,490.00",$100.00,25.06%,No,https://m.media-amazon.com/images/I/51xj0EFyXHL._AC_UL320_.jpg,1,4.0 de 5 estrellas
"SAMSUNG Galaxy S23+ 5G S9160 Dual 256GB 8GB RAM, Cámara de 50 MP, Desbloqueado de fábrica - Crema (Reacondicionado)",smartphone,Available,"$11,490.00","$11,490.00",$100.00,25.06%,No,https://m.media-amazon.com/images/I/51Pc+1ivsCL._AC_UL320_.jpg,No Reviews,No Rating
"Cargador Inalámbrico 3 en 1 para Samsung/iPhone, Cargador para Samsung S24/S23 Ultra/S22 Ultra/S23/S23+/Z Fold 4/Flip 4/S22, Cargador para Galaxy Watch 5/5 Pro/4, Estación de Carga Buds (Negro)",smartphone,Available,$428.39,$719.99,$291.60,40.50%,No,https://m.media-amazon.com/images/I/61APoCSL6FL._AC_UL320_.jpg,101,4.2 de 5 estrellas
SAMSUNG- Galaxy S23 Ultra 5G Desbloqueado de fábrica de 256 GB - Verde (renovado),smartphone,Available,"$16,996.58","$16,996.58",$291.60,40.50%,No,https://m.media-amazon.com/images/I/51mXHdm9jHL._AC_UL320_.jpg,143,3.9 de 5 estrellas
"Samsung Galaxy S23 Ultra - Lápiz capacitivo de repuesto para bolígrafo S, color negro",smartphone,Available,$797.72,$797.72,$291.60,40.50%,No,https://m.media-amazon.com/images/I/417xPSFsEyL._AC_UL320_.jpg,322,4.6 de 5 estrellas
"Samsung Galaxy S22 (128 GB, 8 GB), pantalla de 6.2 pulgadas AMOLED 2X, cámara 4K de 50 MP (reacondicionado)",smartphone,Available,"$6,493.72","$7,045.38",$551.66,7.83%,No,https://m.media-amazon.com/images/I/71c5rhsUkxL._AC_UL320_.jpg,391,4.0 de 5 estrellas
"SAMSUNG Galaxy S23+ 5G S9160 Dual 256GB 8GB RAM, cámara de 50 MP, Desbloqueado de fábrica - Phantom Black (Reacondicionado)",smartphone,Available,"$11,799.00","$11,799.00",$551.66,7.83%,No,https://m.media-amazon.com/images/I/518c3bmlouL._AC_UL320_.jpg,4,4.7 de 5 estrellas
WvinYng MRPL 25W Cargador Tipo C con Cable C-C 2M Cargador USB C Carga Rápida de Pared Compatible con Samsung Galaxy S23/S23 Ultra/S23 S22/S22 Ultra/S22 S21/S21 S21 Ultra/S20/S20 Note10/Note10,smartphone,Available,$299.00,$299.00,$551.66,7.83%,No,https://m.media-amazon.com/images/I/519TdmddcXL._AC_UL320_.jpg,"1,268",4.7 de 5 estrellas
"XLDHYLL Cargador Tipo C, 2PCS Cargador USB C de 25W Carga Rapida con Cable Tipo C de 2M para Samsung Galaxy S23 Ultra/S23+/S23/S22 Ultra/ S22+/S22, S21 Ultra/S21/S21 Plus/S20/Note 10 +/Note",smartphone,Available,$199.90,$199.90,$551.66,7.83%,No,https://m.media-amazon.com/images/I/61Di67awGhL._AC_UL320_.jpg,10,4.0 de 5 estrellas
"Cargador Inalámbrico 3 en 1 para Samsung/iPhone, Cargador para Samsung S24/S23 Ultra/S22 Ultra/S23/S23+/Z Fold 4/Flip 4/S22, Cargador para Galaxy Watch 5/5 Pro/4, Estación de Carga Buds (Negro)",smartphone,Available,$428.39,$719.99,$291.60,40.50%,No,https://m.media-amazon.com/images/I/61APoCSL6FL._AC_UL320_.jpg,101,4.2 de 5 estrellas
Samsung Galaxy S23+ Plus (5G) 512GB SIM única desbloqueada - Phantom Black (renovado),smartphone,Out of Stock,N/A,0,$291.60,40.50%,No,https://m.media-amazon.com/images/I/510Zms0LUQL._AC_UL320_.jpg,32,4.4 de 5 estrellas
"SAMSUNG Galaxy S23 Ultra 5G SM-S918B/DS 256GB 12GB RAM, cámara de 200 MP, Desbloqueado de fábrica, Cargador inalámbrico NGP Incluido - Phantom Black",smartphone,Available,"$17,999.00","$17,999.00",$291.60,40.50%,No,https://m.media-amazon.com/images/I/71iBKcLHXFL._AC_UL320_.jpg,"1,062",4.4 de 5 estrellas
"SAMSUNG EF-GS911TWEGWW Galaxy S23, Blanco, Funda de Silicona",case,Available,$302.51,$331.59,$29.08,8.77%,No,https://m.media-amazon.com/images/I/41oNaJTj4SL._AC_UL320_.jpg,"1,734",4.3 de 5 estrellas
"SwanScout Estación de Carga para Samsung S24/Watch Ultra, Cargador Inalámbrico 3 en 1 para Galaxy S24 Ultra/S23/S22/Note 20/Z Flip/Z Fold, Galaxy Watch 7/6/5/4/FE, Galaxy Buds (Sin Adaptador)",smartphone,Available,$759.99,$999.00,$239.01,23.92%,No,https://m.media-amazon.com/images/I/715-3UPioSL._AC_UL320_.jpg,"1,131",4.3 de 5 estrellas
Ringke Fusion Compatible con Funda Samsung Galaxy S23 5G (2023) Carcasa Transparente PC Trasera Dura con Parachoques de TPU Flexible Case - Clear,smartphone,Available,$284.99,$284.99,$239.01,23.92%,No,https://m.media-amazon.com/images/I/71VBXEMjZnL._AC_UL320_.jpg,790,4.4 de 5 estrellas
SAMSUNG Galaxy S23 Ultra 5G Desbloqueado de fábrica 512GB - Lavanda (reacondicionado),smartphone,Available,"$19,638.71","$19,638.71",$239.01,23.92%,No,https://m.media-amazon.com/images/I/61lyFUc63FL._AC_UL320_.jpg,102,4.4 de 5 estrellas
"Samsung Galaxy S21 5G, versión estadounidense, 128 GB, Phantom Gray - desbloqueado (Reacondicionado)",smartphone,Available,"$4,660.00","$4,660.00",$239.01,23.92%,No,https://m.media-amazon.com/images/I/61XyNdmvr6L._AC_UL320_.jpg,"6,209",4.0 de 5 estrellas
