name,product_type,availability,price,original_price,discount_amount,discount_percentage,black_friday_discount,image,reviews_count,rating
"SAMSUNG Galaxy Tab S9 FE Gris 8GB RAM 256GB, Spen, Smart Book Cover, Nacional con Garantía",tablet,Available,"$7,999.00","$8,999.00","$1,000.00",11.11%,No,https://m.media-amazon.com/images/I/416-omnWfEL._AC_UL320_.jpg,"1,011",4.7 de 5 estrellas
Samsung Galaxy Tab S6 Lite 2024 Color Verde Claro RAM 4GB 128GB,tablet,Out of Stock,N/A,0,"$1,000.00",11.11%,No,https://m.media-amazon.com/images/I/51HiuV7NFdL._AC_UL320_.jpg,366,4.5 de 5 estrellas
Samsung Galaxy Tab A9 4GB_64GB Color Plata,tablet,Available,"$2,899.00","$2,899.00","$1,000.00",11.11%,No,https://m.media-amazon.com/images/I/51mpj160tuL._AC_UL320_.jpg,657,4.6 de 5 estrellas
"SAMSUNG Galaxy Tab A9+ Plata 8GB RAM 128GB, Nacional con Garantía",tablet,Available,"$4,369.00","$4,369.00","$1,000.00",11.11%,No,https://m.media-amazon.com/images/I/51hk7s97ZNL._AC_UL320_.jpg,242,4.6 de 5 estrellas
"Samsung Galaxy Tab S10 Ultra Plata 12GB RAM 256GB, AI, Spen, 1 año con Garantía",tablet,Available,"$17,999.00","$26,999.00","$9,000.00",33.33%,No,https://m.media-amazon.com/images/I/412CRMhkvVL._AC_UL320_.jpg,50+ comprados el mes pasado,No Rating
"SAMSUNG Tablet Galaxy Tab A9 8.7"" 8GB 128GB Octa Core MEDIATEK Helio G99 Android 13 Gris SM-X110NZAEL06 Garantia con Fabricante",tablet,Available,"$3,489.00","$3,489.00","$9,000.00",33.33%,No,https://m.media-amazon.com/images/I/41FPVH0pbUL._AC_UL320_.jpg,16,4.9 de 5 estrellas
"SAMSUNG Tablet Galaxy Tab A9+ 11"" 4GB 64GB Octa Core Android 13 Plata SM-X210NZSAMXO Garantia con Fabricante",tablet,Available,"$3,099.00","$3,099.00","$9,000.00",33.33%,No,https://m.media-amazon.com/images/I/31-L9Nu8vjL._AC_UL320_.jpg,1,5.0 de 5 estrellas
"HUAWEI MatePad SE 11, 8G+128G, Tablet M-Pencil Incluido, Pantalla FullView de 11”, Superbatería de 7700 mAh, Wi-Fi/Bluetooth, Gris",tablet,Available,"$3,799.00","$5,999.00","$2,200.00",36.67%,No,https://m.media-amazon.com/images/I/617aqo-u5bL._AC_UL320_.jpg,108,4.6 de 5 estrellas
"Samsung Galaxy Tab S9 Gris 12GB RAM 256GB, AI, Spen, Nacional con Garantía",tablet,Available,"$10,999.00","$12,999.00","$2,000.00",15.39%,No,https://m.media-amazon.com/images/I/51ESgRadC+L._AC_UL320_.jpg,641,4.8 de 5 estrellas
"SAMSUNG Galaxy Tab A9+ (SM-X210), 64GB 4GB RAM, solo WiFi, visualización de 11 pulgadas, versión internacional - (grafito)",tablet,Available,"$3,099.00","$3,099.00","$2,000.00",15.39%,No,https://m.media-amazon.com/images/I/51RPJ0gPSXL._AC_UL320_.jpg,19,3.7 de 5 estrellas
"SAMSUNG- Galaxy Tab S6 Lite (2024) - Gris 10.4” 128GB WiFi Android Tablet W/s Pen, Altavoces Duales, 8MP+5MP",tablet,Available,"$5,687.75","$5,687.75","$2,000.00",15.39%,No,https://m.media-amazon.com/images/I/61vsK7h3zVL._AC_UL320_.jpg,37,4.2 de 5 estrellas
"OFGPPB Tablet Android 13 de 10pulgadas, con Teclado/ratón，Almacenamiento de 8 + 256 GB, 1920 * 1200HD IPS, cámara de 16 MP + 32 MP, CPU Snapdragon 888, 8000 mAh, WiFi/Bluetooth/GPS (Gris)",tablet,Available,"$1,999.99","$1,999.99","$2,000.00",15.39%,No,https://m.media-amazon.com/images/I/71A2AO6rrlL._AC_UL320_.jpg,6,5.0 de 5 estrellas
"Samsung Galaxy Tab A9+ Tablet Android de 11 pulgadas de 64 GB, visualización grande, altavoces cuádruple, chipset mejorado, visualización multiventana, delgado, ligero, diseño duradero, versión de EE.",tablet,Available,"$3,754.09","$3,999.00",$244.91,6.12%,No,https://m.media-amazon.com/images/I/61d46oYQgdL._AC_UL320_.jpg,"7,249",4.5 de 5 estrellas
"Lenovo Tab M11 | 11"" WUXGA MediaTek Helio G88 8GB RAM 128GB | 4 Speakers Dolby Atmos, Cámara 8.0MP Frontal 8.0MP | Android 13, Incluye Folio Case Tab Pen Plus",tablet,Available,"$4,027.24","$4,699.00",$671.76,14.30%,No,https://m.media-amazon.com/images/I/71ezLwZc4gL._AC_UL320_.jpg,96,4.5 de 5 estrellas
