name,product_type,availability,price,original_price,discount_amount,discount_percentage,black_friday_discount,image,reviews_count,rating
Samsung Galaxy Tab A9 4GB_64GB Color Gris,tablet,Available,"$2,899.00","$2,899.00",$140.01,35.09%,No,https://m.media-amazon.com/images/I/5169txVgFWL._AC_UL320_.jpg,657,4.6 de 5 estrellas
"OtterBox Galaxy S23 (solamente) - Funda de la serie Defender - Velas y sol (azul/amarillo), resistente y duradero, con protección de puerto, solo funda, protección de defensa microbiana, no embalaje",case,Available,$737.05,$737.05,$140.01,35.09%,No,https://m.media-amazon.com/images/I/71uQgjGmThL._AC_UL320_.jpg,893,4.7 de 5 estrellas
"AICase Funda impermeable para Samsung Galaxy S23 (6.1 pulgadas), a prueba de nieve, polvo y golpes, protección completa con certificación IP68, cubierta submarina totalmente sellada para Samsung Galaxy S23 2023, color negro",case,Available,$623.36,$623.36,$140.01,35.09%,No,https://m.media-amazon.com/images/I/71-oB4ERI8L._AC_UL320_.jpg,"20,279",4.4 de 5 estrellas
"JETech Funda Magnética para Samsung Galaxy S23 6.1 Pulgadas, Compatible con MagSafe, Carcasa Antigolpes Protectora, Anti-Amarillo Duro Transparente PC Respaldo (Transparente)",case,Available,$329.00,$329.00,$140.01,35.09%,No,https://m.media-amazon.com/images/I/61AjJQywBtL._AC_UL320_.jpg,357,4.4 de 5 estrellas
"JETech Protector de Pantalla para Samsung Galaxy S23 5G 6.1 Pulgadas, Mica Cristal Vidrio Templado, Compatible Huellas Dactilares ID, HD Transparente, 3 Unidades",smartphone,Available,$169.14,$199.00,$29.86,15.01%,No,https://m.media-amazon.com/images/I/61xlg9OeaXL._AC_UL320_.jpg,"6,891",4.5 de 5 estrellas
"Samsung Galaxy S21 5G desbloqueado de fábrica Versión US 5G 8K Video, 64MP High Res128GB, Phantom Violet (SM-G991UZVAXAA) (Reacondicionado)",smartphone,Available,"$4,458.23","$4,458.23",$29.86,15.01%,No,https://m.media-amazon.com/images/I/61hoN03CsIL._AC_UL320_.jpg,"1,736",3.9 de 5 estrellas
"JETech Funda Magnética para Samsung Galaxy S23 Ultra 5G 6.8 Pulgadas, Compatible con MagSafe, Carcasa Antigolpes Translúcida Mate Respaldo (Negro)",case,Available,$278.10,$309.00,$30.90,10.00%,No,https://m.media-amazon.com/images/I/61VnRAyYDGL._AC_UL320_.jpg,"1,521",4.6 de 5 estrellas
"Samsung Galaxy S23 Ultra - Lápiz capacitivo de repuesto para bolígrafo S, color negro",smartphone,Available,$797.72,$797.72,$30.90,10.00%,No,https://m.media-amazon.com/images/I/417xPSFsEyL._AC_UL320_.jpg,323,4.6 de 5 estrellas
"Samsung Galaxy S21 5G, versión estadounidense, 128 GB, Phantom Gray - desbloqueado (Reacondicionado)",smartphone,Available,"$5,363.38","$5,363.38",$30.90,10.00%,No,https://m.media-amazon.com/images/I/61XyNdmvr6L._AC_UL320_.jpg,"6,220",4.0 de 5 estrellas
"SAMSUNG Galaxy S22 Ultra Smartphone, 512GB, 8K Camera & Video, Brightest Display, S Pen, Phantom Black (Reacondicionado)",smartphone,Available,"$11,450.68","$11,450.68",$30.90,10.00%,No,https://m.media-amazon.com/images/I/613Fp7fknhL._AC_UL320_.jpg,483,4.0 de 5 estrellas
"JETech Protector de Pantalla para Samsung Galaxy S23 5G 6.1 Pulgadas, Mica Cristal Vidrio Templado, Compatible Huellas Dactilares ID, HD Transparente, 3 Unidades",smartphone,Available,$169.14,$199.00,$29.86,15.01%,No,https://m.media-amazon.com/images/I/61xlg9OeaXL._AC_UL320_.jpg,"6,891",4.5 de 5 estrellas
Spigen Funda Case Liquid Air para Samsung Galaxy S23 (2023) - Matte Black,case,Available,$299.99,$299.99,$29.86,15.01%,No,https://m.media-amazon.com/images/I/71vmm8ochuL._AC_UL320_.jpg,"4,649",4.7 de 5 estrellas
SAMSUNG Galaxy S23 Ultra 5G Desbloqueado de fábrica 512GB - Ultra Lime (reacondicionado),smartphone,Available,"$13,120.99","$13,120.99",$29.86,15.01%,No,https://m.media-amazon.com/images/I/41lj9KPfHXL._AC_UL320_.jpg,102,4.4 de 5 estrellas
SAMSUNG Smartphone A05 4+128GB LTE Negro Dual SIM,smartphone,Available,"$1,969.00","$2,999.00","$1,030.00",34.34%,No,https://m.media-amazon.com/images/I/61UjBLFlH2L._AC_UL320_.jpg,159,4.3 de 5 estrellas
"BVILY Cargador Inalámbrico 3 en 1, Estación de Carga Inalámbrica Rapida Compatible con Galaxy S23 Ultra/S22 Ultra/S21/S20/S21 FE/Z Flip 4, Galaxy Watch 5/4/3/Active 2, Galaxy Buds 2/Buds+/Live",smartphone,Available,$799.00,$799.00,"$1,030.00",34.34%,No,https://m.media-amazon.com/images/I/71mSFp2XhTL._AC_UL320_.jpg,26,4.5 de 5 estrellas
"Samsung Galaxy S22 (128 GB, 8 GB), pantalla de 6.2 pulgadas AMOLED 2X, cámara 4K de 50 MP (reacondicionado)",smartphone,Available,"$6,458.58","$7,045.49",$586.91,8.33%,No,https://m.media-amazon.com/images/I/71c5rhsUkxL._AC_UL320_.jpg,391,4.0 de 5 estrellas
"Tongate Funda para Samsung Galaxy S23 Ultra 5G, [Cubierta Deslizante incorporada para la cámara y Protector de Pantalla] [2 Marcos Frontales] Resistente a Golpes de Grado Militar con Soporte, Negro",case,Available,$479.20,$599.00,$119.80,20.00%,No,https://m.media-amazon.com/images/I/717KrxMWUNL._AC_UL320_.jpg,"5,536",4.3 de 5 estrellas
Samsung Galaxy S23+ Plus (5G) 512GB SIM única desbloqueada - Phantom Black (renovado),smartphone,Out of Stock,N/A,0,$119.80,20.00%,No,https://m.media-amazon.com/images/I/510Zms0LUQL._AC_UL320_.jpg,32,4.4 de 5 estrellas
"XLDHYLL Cargador Tipo C, 2PCS Cargador USB C de 25W Carga Rapida con Cable Tipo C de 2M para Samsung Galaxy S23 Ultra/S23+/S23/S22 Ultra/ S22+/S22, S21 Ultra/S21/S21 Plus/S20/Note 10 +/Note",smartphone,Available,$218.99,$218.99,$119.80,20.00%,No,https://m.media-amazon.com/images/I/61Di67awGhL._AC_UL320_.jpg,11,3.7 de 5 estrellas
"SAMSUNG Galaxy S23 8Gb Ram 128Gb ROM 5G Color Negro Desbloqueado de fábrica, versión internacional",smartphone,Out of Stock,N/A,0,$119.80,20.00%,No,https://m.media-amazon.com/images/I/711UD7LyLPL._AC_UL320_.jpg,87,4.6 de 5 estrellas
"SAMSUNG EF-ZS918CBEGUS - Funda Protectora para teléfono Galaxy S23 Ultra S, Funda con Ranura para Tarjetas, Ventana Transparente para Usar el Touch, versión Estadounidense, Color Negro",case,Available,"$1,152.08","$1,289.26",$137.18,10.64%,No,https://m.media-amazon.com/images/I/417RdF25k2L._AC_UL320_.jpg,901,4.7 de 5 estrellas
"SAMSUNG EF-GS911TWEGWW Galaxy S23, Blanco, Funda de Silicona",case,Available,$301.30,$301.30,$137.18,10.64%,No,https://m.media-amazon.com/images/I/41oNaJTj4SL._AC_UL320_.jpg,"1,740",4.3 de 5 estrellas
TUNKARMOR Funda para Samsung Galaxy S23 Case Magnética Integrada - Incluye 2 Protectores de Pantalla [ Compatible con Carga Inalámbrica ] Funda Skin-Touch Samsung Galaxy S23,case,Available,$233.10,$259.00,$25.90,10.00%,No,https://m.media-amazon.com/images/I/61bC-Ibh6bL._AC_UL320_.jpg,Precio de lista:,No Rating
"JETech Funda Magnética para Samsung Galaxy S23 5G 6.1 Pulgadas, Compatible con MagSafe, Carcasa Antigolpes Translúcida Mate Respaldo (Negro)",case,Available,$309.00,$309.00,$25.90,10.00%,No,https://m.media-amazon.com/images/I/61t-wIajduL._AC_UL320_.jpg,"1,261",4.5 de 5 estrellas
"Eynshoo Cargador Tipo C, Cargador 45W Carga Rápida, para Galaxy S24 Ultra/S24+/S24/S23 Ultra/S23+/S23/S22+/S22/S21+/Note 10+/Note 20/S20, Galaxy Tab S10/S9/S8, con un Cable de 1,8mtr",tablet,Available,$183.91,$249.00,$65.09,26.14%,No,https://m.media-amazon.com/images/I/51tZmKyzHKL._AC_UL320_.jpg,217,4.5 de 5 estrellas
"QIKKOP 2 Cargador para Samsung 45W Tipo C, Cargador Carga Rapida con 1M Cable, Cargador USB C para Samsung Galaxy S24 Ultra/S24/S24+/S23 Ultra/S23/S23+/S22/S22 Ultra/S22+/Note10/Note 20/S20/S21",smartphone,Available,$297.09,$399.00,$101.91,25.54%,No,https://m.media-amazon.com/images/I/61JjJBI5JUL._AC_UL320_.jpg,73,4.5 de 5 estrellas
Ringke Fusion Compatible con Funda Samsung Galaxy S23 5G (2023) Carcasa Transparente PC Trasera Dura con Parachoques de TPU Flexible Case - Clear,smartphone,Available,$284.99,$284.99,$101.91,25.54%,No,https://m.media-amazon.com/images/I/71VBXEMjZnL._AC_UL320_.jpg,791,4.4 de 5 estrellas
"JETech Protector de Pantalla para Samsung Galaxy S23 FE 6.4 Pulgadas, Mica Cristal Vidrio Templado, Compatible Huellas Dactilares ID, HD Transparente, 3 Unidades",smartphone,Available,$169.14,$199.00,$29.86,15.01%,No,https://m.media-amazon.com/images/I/71iLAHxqBnL._AC_UL320_.jpg,"1,368",4.8 de 5 estrellas
"USTIYA Funda para Samsung Galaxy S23 Transparente Case Uso Rudo Acrílico+TPU Rigido Case,Protectora de cámara, Traslúcido Matte Back Antihuellas Cover",case,Available,$168.00,$199.00,$31.00,15.58%,No,https://m.media-amazon.com/images/I/71VteNUoF5L._AC_UL320_.jpg,23,4.7 de 5 estrellas
"JETech Protector Pantalla de Privacidad para Samsung Galaxy S23 Ultra 5G 6.8 Pulgadas y Protector Lente Cámara, Película TPU Flexible Antiespia, Compatible Función Huella Digital, 2 Paquetes Cada Uno",smartphone,Available,$299.00,$299.00,$31.00,15.58%,No,https://m.media-amazon.com/images/I/71NwsMmK4BL._AC_UL320_.jpg,"3,067",4.2 de 5 estrellas
"Samsung - Galaxy S21 FE Teléfono celular 5G, smartphone Android desbloqueado de fábrica, 128 GB, pantalla 120 Hz, cámara profesional, batería inteligente para todo el día, grafito (reacondicionado)",smartphone,Available,"$4,772.00","$4,772.00",$31.00,15.58%,No,https://m.media-amazon.com/images/I/616kK0b+d+L._AC_UL320_.jpg,"1,033",3.9 de 5 estrellas
"SAMSUNG Galaxy S23 Ultra 5G SM-S918B/DS 256GB 12GB RAM, cámara de 200 MP, Desbloqueado de fábrica, Cargador inalámbrico NGP Incluido - Lavanda, SM-S918",smartphone,Available,"$22,388.17","$22,388.17",$31.00,15.58%,No,https://m.media-amazon.com/images/I/71rjXl9tmJL._AC_UL320_.jpg,64,4.3 de 5 estrellas
"amFilm (2+2 Piezas) OneTouch Compatible con Samsung Galaxy S23 Protector de Pantalla, Mica Cristal Vidrio Templado, y Protectores de Lente de Cámara, Dureza 9H con Kit de Instalación Fácil",smartphone,Available,$239.00,$239.00,$31.00,15.58%,No,https://m.media-amazon.com/images/I/61Jl4vMRCmL._AC_UL320_.jpg,"1,448",4.7 de 5 estrellas
"QYOUTH 2 Piezas Protector de Pantalla para Samsung Galaxy S22/S23,Mica Cristal Vidrio Templado,Viene con herramienta fácil de instalar. (S22/S23)",smartphone,Available,$269.00,$269.00,$31.00,15.58%,No,https://m.media-amazon.com/images/I/61NQyElF4ML._AC_UL320_.jpg,Hasta 12 meses de,No Rating
"British Modules Protector de pantalla de privacidad compatible con Samsung Galaxy S23 Anti-Peep Spy Hydrogel, protector de gel suave autocurativo, sin burbujas, resistente a los arañazos",smartphone,Available,$231.97,$231.97,$31.00,15.58%,No,https://m.media-amazon.com/images/I/61ItU+yeeoL._AC_UL320_.jpg,Hasta 12 meses de,No Rating
British Modules - Protector de visualización transparente compatible con Samsung Galaxy S23 auto curativo autoadherente de hidrogel protector de gel suave [última intervensión de burbujas] [resistente,smartphone,Available,$128.76,$128.76,$31.00,15.58%,No,https://m.media-amazon.com/images/I/61OLXvq4BfL._AC_UL320_.jpg,Hasta 12 meses de,No Rating
"JETech Protector Pantalla de Privacidad para Samsung Galaxy S23 5G 6.1 Pulgadas y Protector Lente Cámara, Antiespia Mica Cristal Vidrio Templado, Compatible Huellas Dactilares ID, 2 Paquetes Cada Uno",smartphone,Available,$269.00,$269.00,$31.00,15.58%,No,https://m.media-amazon.com/images/I/61jFR9PFQbL._AC_UL320_.jpg,"4,131",4.5 de 5 estrellas
"JETech Protector de Pantalla para Samsung Galaxy S23 5G 6.1 Pulgadas y Protector Lente Cámara, Mica Cristal Vidrio Templado, Compatible Huellas Dactilares ID, HD Transparente, 2 Paquetes Cada Uno",smartphone,Available,$229.00,$229.00,$31.00,15.58%,No,https://m.media-amazon.com/images/I/71PvHLFEVeL._AC_UL320_.jpg,"2,392",4.4 de 5 estrellas
"Elebase USB C a Tipo C 100W Cable 3Pack 1/2/3M,Long Potencia Entrega Cargando PD Cargador Cordón para MacBook Pro,iPad 10 Air 4 5 Mini 6,iPhone 15,Samsung Galaxy Note S24 S23,A73,Tab S8,Z Flip Fold 5",tablet,Available,$219.00,$219.00,$31.00,15.58%,No,https://m.media-amazon.com/images/I/812CHmAe4fL._AC_UL320_.jpg,863,4.6 de 5 estrellas
"QYOUTH (2Piezas) Protector de Pantalla mica hidrogel para Samsung Galaxy S22/S23,Película de TPU Cobertura complet, Compatible con Identificación de Huellas Dactilares.… (S22/S23)",smartphone,Available,$219.00,$219.00,$31.00,15.58%,No,https://m.media-amazon.com/images/I/51xsHKDLn6L._AC_UL320_.jpg,13,3.8 de 5 estrellas
"QYOUTH (2Piezas) Protector de Pantalla mica hidrogel para Samsung Galaxy S22 Ultra/S23 Ultra 5G/Note20 Ultra,Película de TPU Cobertura complet, Compatible con Identificación de Huellas Dactilares.",smartphone,Available,$219.00,$219.00,$31.00,15.58%,No,https://m.media-amazon.com/images/I/51kFysQgYUL._AC_UL320_.jpg,12,3.2 de 5 estrellas
